Name,MapDate,DSCI
Washington,20221004,138
Washington,20221011,157
Washington,20221018,179
Washington,20221025,184
Washington,20221101,190
Washington,20221108,144
Washington,20221115,143
Washington,20221122,143
Washington,20221129,138
Washington,20221206,117
Washington,20221213,112
Washington,20221220,113
Washington,20221227,107
Washington,20230103,72
Washington,20230110,62
Washington,20230117,44
Washington,20230124,34
Washington,20230131,34
Washington,20230207,34
Washington,20230214,37
Washington,20230221,51
Washington,20230228,51
Washington,20230307,57
Washington,20230314,56
Washington,20230321,56
Washington,20230328,53
Washington,20230404,58
Washington,20230411,49
Washington,20230418,39
Washington,20230425,39
Washington,20230502,39
Washington,20230509,27
Washington,20230516,27
Washington,20230523,40
Washington,20230530,57
Washington,20230606,60
Washington,20230613,75
Washington,20230620,82
Washington,20230627,105
Washington,20230704,115
Washington,20230711,148
Washington,20230718,148
Washington,20230725,151
Washington,20230801,160
Washington,20230808,160
Washington,20230815,165
Washington,20230822,166
Washington,20230829,207
Washington,20230905,207
Washington,20230912,212
Washington,20230919,223
Washington,20230926,223
Washington,20231003,221
Washington,20231010,214
Washington,20231017,210
Washington,20231024,210
Washington,20231031,194
Washington,20231107,183
Washington,20231114,176
Washington,20231121,145
Washington,20231128,145
Washington,20231205,99
Washington,20231212,85
Washington,20231219,79
Washington,20231226,79
Washington,20240102,79
Washington,20240109,64
Washington,20240116,61
Washington,20240123,45
Washington,20240130,34
Washington,20240206,28
Washington,20240213,31
Washington,20240220,47
Washington,20240227,55
Washington,20240305,50
Washington,20240312,49
Washington,20240319,48
Washington,20240326,43
Washington,20240402,52
Washington,20240409,55
Washington,20240416,55
Washington,20240423,76
Washington,20240430,76
Washington,20240507,81
Washington,20240514,83
Washington,20240521,83
Washington,20240528,92
Washington,20240604,85
Washington,20240611,85
Washington,20240618,85
Washington,20240625,99
Washington,20240702,108
Washington,20240709,123
Washington,20240716,130
Washington,20240723,130
Washington,20240730,130
Washington,20240806,135
Washington,20240813,143
Washington,20240820,168
Washington,20240827,168
Washington,20240903,124
Washington,20240910,128
Washington,20240917,126
Washington,20240924,126
Washington,20241001,126
Washington,20241008,127
Washington,20241015,135
Washington,20241022,134
Washington,20241029,132
Washington,20241105,119
Washington,20241112,114
Washington,20241119,103
Washington,20241126,53
Washington,20241203,41
Washington,20241210,42
Washington,20241217,42
Washington,20241224,42
Washington,20241231,40
Montana,20210727,333
Montana,20210803,379
Montana,20210810,379
Montana,20210817,385
Montana,20210824,385
Montana,20210831,387
Montana,20210907,387
Montana,20210914,388
Montana,20210921,384
Montana,20210928,388
Montana,20211005,391
Montana,20211012,396
Montana,20211019,397
Montana,20211026,391
Montana,20211102,392
Montana,20211109,392
Montana,20211116,385
Montana,20211123,393
Montana,20211130,393
Montana,20211207,394
Montana,20211214,386
Montana,20211221,363
Montana,20211228,348
Montana,20220104,336
Montana,20220111,330
Montana,20220118,323
Montana,20220125,321
Montana,20220201,320
Montana,20220208,322
Montana,20220215,321
Montana,20220222,321
Montana,20220301,320
Montana,20220308,315
Montana,20220315,313
Montana,20220322,308
Montana,20220329,308
Montana,20220405,311
Montana,20220412,311
Montana,20220419,309
Montana,20220426,292
Montana,20220503,263
Montana,20220510,263
Montana,20220517,259
Montana,20220524,255
Montana,20220531,235
Montana,20220607,216
Montana,20220614,173
Montana,20220621,152
Montana,20220628,125
Montana,20220705,115
Montana,20220712,91
Montana,20220719,82
Montana,20220726,79
Montana,20220802,79
Montana,20220809,98
Montana,20220816,113
Montana,20220823,118
Montana,20220830,138
Montana,20220906,149
Montana,20220913,183
Montana,20220920,206
Montana,20220927,229
Montana,20221004,216
Montana,20221011,217
Montana,20221018,222
Montana,20221025,221
Montana,20221101,221
Montana,20221108,214
Montana,20221115,214
Montana,20221122,211
Montana,20221129,207
Montana,20221206,204
Montana,20221213,200
Montana,20221220,195
Montana,20221227,195
Montana,20230103,198
Montana,20230110,198
Montana,20230117,199
Montana,20230124,203
Montana,20230131,211
Montana,20230207,190
Montana,20230214,190
Montana,20230221,191
Montana,20230228,177
Montana,20230307,175
Montana,20230314,164
Montana,20230321,145
Montana,20230328,136
Montana,20230404,135
Montana,20230411,121
Montana,20230418,112
Montana,20230425,109
Montana,20230502,122
Montana,20230509,109
Montana,20230516,94
Montana,20230523,101
Montana,20230530,72
Montana,20230606,71
Montana,20230613,53
Montana,20230620,50
Montana,20230627,40
Montana,20230704,39
Montana,20230711,56
Montana,20230718,58
Montana,20230725,67
Montana,20230801,101
Montana,20230808,109
Montana,20230815,104
Montana,20230822,117
Montana,20230829,122
Montana,20230905,124
Montana,20230912,124
Montana,20230919,120
Montana,20230926,114
Montana,20231003,108
Montana,20231010,107
Montana,20231017,100
Montana,20231024,95
Montana,20231031,82
Montana,20231107,72
Montana,20231114,68
Montana,20231121,64
Montana,20231128,56
Montana,20231205,56
Montana,20231212,57
Montana,20231219,62
Montana,20231226,77
Montana,20240102,85
Montana,20240109,95
Montana,20240116,117
Montana,20240123,133
Montana,20240130,139
Montana,20240206,142
Montana,20240213,149
Montana,20240220,153
Montana,20240227,168
Montana,20240305,167
Montana,20240312,159
Montana,20240319,154
Montana,20240326,153
Montana,20240402,153
Montana,20240409,144
Montana,20240416,134
Montana,20240423,140
Montana,20240430,143
Montana,20240507,143
Montana,20240514,111
Montana,20240521,105
Montana,20240528,102
Montana,20240604,98
Montana,20240611,134
Montana,20240618,131
Montana,20240625,136
Montana,20240702,142
Montana,20240709,141
Montana,20240716,159
Montana,20240723,168
Montana,20240730,180
Montana,20240806,189
Montana,20240813,195
Montana,20240820,193
Montana,20240827,199
Montana,20240903,200
Montana,20240910,197
Montana,20240917,192
Montana,20240924,168
